,NO.,ORDER DATE,DIRECTOR,SITE,STATUS,MAIN DES,COMTOR,DUR(h),TRANS DUR(h),DELIVER BEFORE(h),CONFIRM TIME (h),DEADLINE,WORK DATE,DESIGN IMPORTANT,START WORK,END WORK,FIX DUR,"BREAK/
CONFIRM","WORK
DURATION",LAG,DES NOTES,DES1,DUR1,DES2,DUR2,DES3,DUR3,DES4,DUR4,
,v1603-0602,3/30/2016,Kawashima,mitsuyasu-shika.com/,mail:done,DiepBNH,HuyenNTT,0.5,0.5,12:00,,31/03/2016,30/03/2016,,17:00,17:30,,,0.5,0,,,,,,,,,,
,v1603-0603,3/30/2016,Suzuki,ecolifekyushu.com/ ,mail:done,HuyTV,HuyenNTT,3,0.5,15:00,,31/03/2016,30/03/2016,,14:30,17:30,,,3,0,,,,,,,,,,
,v1603-0605,3/30/2016,Tsukamoto,ikenaga-kyousei.com/,mail:done,DiepBNH,HuyenNTT,4,1,,,31/03/2016,30/03/2016,,13:00,17:00,,,4,0,,,,,,,,,,
,v1603-0604,3/30/2016,Suzuki,ticketking.jp/,mail:done,NhaNTT,NguyenLDH,6,1,,,31/03/2016,31/03/2016,,8:30,15:30,,1:00,6,0,,,,,,,,,,
,v1603-0606,3/30/2016,Ariyoshi,irie-oralsurg.com/,mail:done,DiepBNH,NguyenLDH,6,1,,,31/03/2016,31/03/2016,,8:30,15:30,,1:00,6,0,,,,,,,,,,
,v1603-0607,3/30/2016,Ariyoshi,jyosuidori-kogadental.com/,mail:done,VuLDN,NguyenLDH,3,1,,,31/03/2016,31/03/2016,,11:30,15:30,,1:00,3,0,,,,,,,,,,
,v1603-0609,3/31/2016,Ariyoshi,ykj.jp/,mail:done,TrucTTT,NguyenLDH,1,0.5,,,31/03/2016,31/03/2016,,9:30,10:30,,,1,0,,,,,,,,,,
,v1603-0611,3/31/2016,Ariyoshi,the-presents.jp/,mail:done,LinhKT,HuyenNTT,5,1,,,31/03/2016,31/03/2016,,9:30,15:30,,1:00,5,0,,,,,,,,,,
,v1603-0612,3/31/2016,Suzuki,mirecreation.jp/,mail:done,ThanhNLY,HuyenNTT,3,0.5,,,31/03/2016,31/03/2016,,13:00,16:00,,,3,0,,,,,,,,,,
,v1603-0614,3/31/2016,Ariyoshi,ryokusaien.net/,mail:done,TrucTTT,NguyenLDH,4,1,,,31/03/2016,31/03/2016,,13:00,17:00,,,4,0,http://service.fvn-office.net/fvn/TrucTTT/614/column/,,,,,,,,,
,v1603-0613,3/31/2016,Suzuki,nakanokensou.jp/,mail:done,KhangPH,NguyenLDH,1.5,0.5,,,31/03/2016,31/03/2016,,13:00,14:30,,,1.5,0,,,,,,,,,,
,v1603-0610,3/31/2016,Miyagi,ys-endo.com/,mail:done,BinhNT,NguyenLDH,2,0,,,31/03/2016,31/03/2016,,13:00,15:00,,,2,0,,,,,,,,,,
,v1603-0615,3/31/2016,Ariyoshi,tosu-motomachishika.com/,mail:done,BichVTN,HuyenNTT,2,0.5,,,31/03/2016,31/03/2016,,15:00,17:00,,,2,0,,,,,,,,,,
,v1603-0616,3/31/2016,Ariyoshi,hana-n.com/test160302/,mail:done,VanVTK,HuyenNTT,1,0.5,,,31/03/2016,31/03/2016,,16:30,17:30,,,1,0,,,,,,,,,,
1,v1603-0054,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0109,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0153,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0218,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0422,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0424,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0489,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
1,v1603-0577,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0
,v1603-0598,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0608,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0617,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
1,v1604-0001,3/29/2016,Takeuchi,wedding-vivid.com/ ,trans:done,ThanhNLY,NguyenLDH,2,0,,,01/04/2016,,,,,,,0,-2,,ThanhNLY,2,,,,,,,1
1,v1604-0002,3/31/2016,Asano,silk-house.jp/,mail:done,VuLDN,,3,0,11:00,,01/04/2016,01/04/2016,,8:30,11:30,,,3,0,,VuLDN,3,,,,,,,1
1,v1604-0003,3/31/2016,Ishihara,minami-dental-umeda.com/,working,TramNTH,HuyenNTT,1.5,0.5,,,01/04/2016,01/04/2016,,11:00,12:00,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1604-0004,3/31/2016,Sawada,izumi-bousai.jp/,mail:done,TramNTH,HuyenNTT,2.5,0,13:30,,01/04/2016,01/04/2016,,9:30,11:00,,,1.5,-1,http://service.fvn-office.net/fvn/TramNTH/0004/contact/,TramNTH,2.5,,,,,,,1
1,v1604-0005,3/31/2016,Takeuchi,uratakenchiku-kobo.com/,check1:done,HuyTV,HuyenNTT,3,0,,,01/04/2016,31/03/2016,,9:00,12:00,,,3,0,http://service.fvn-office.net/fvn/huytv/Maint/1604/uratakenchiku/column/,HuyTV,3,,,,,,,1
1,v1604-0006,3/31/2016,Inoue,funae-dc.com/ ,mail:done,LamNTP,HuyenNTT,3,0.5,13:00,,01/04/2016,31/03/2016,,13:00,16:00,,,3,0,,LamNTP,3,,,,,,,1
1,v1604-0008,3/31/2016,Tanaka,kanbara-koumuten.jp/,work:done,LinhKT,HuyenNTT,0.25,0.5,,,01/04/2016,31/03/2016,,9:25,9:30,,,0.08,-0.17,,LinhKT,0.25,,,,,,,1
1,v1604-0009,3/31/2016,Takeuchi,plumber-ohta.com/ ,work:done,LinhKT,HuyenNTT,2,0,,,01/04/2016,31/03/2016,,15:30,17:30,,,2,0,,LinhKT,2,,,,,,,1
1,v1604-0010,3/31/2016,Takeuchi,chiaretta-fashion.com/,mail:done,TramNTH,HuyenNTT,2,0,12:00,,01/04/2016,01/04/2016,,8:30,9:30,,,1,-1,"confirm tr??c khi giao h?ng
l?y hçnh confirm,jpg g?i FJP",TramNTH,2,,,,,,,1
1,v1604-0011,3/31/2016,Miyagi,tezuka-dc.com/ ,check2:done,ThuyTTN,HuyenNTT,3,0,14:00,,01/04/2016,31/03/2016,,14:00,17:00,,,3,0,,ThuyTTN,3,,,,,,,1
1,v1604-0012,3/31/2016,Kaneko,jpda.dental/,mail:done,TrucPTT,HuyenNTT,2.5,0,12:30,,01/04/2016,31/03/2016,,14:00,16:30,,,2.5,0,http://service.fvn-office.net/fvn/TrucPTT_panda/0012/,TrucPTT,2.5,,,,,,,1
1,v1604-0013,3/31/2016,Ishihara,ishiyama-shika.com/,check1:done,LamNTP,HuyenNTT,1,0.5,,,01/04/2016,01/04/2016,,8:30,9:30,,,1,0,,LamNTP,1,,,,,,,1
,v1603-0630,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0631,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0632,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0633,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0634,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0635,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0636,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0637,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0638,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0639,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0640,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0641,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0642,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0643,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0644,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0645,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0646,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0647,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0648,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0649,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0650,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0651,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0652,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0653,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0654,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0655,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0656,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0657,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0658,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0659,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0660,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0661,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0662,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0663,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0664,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0665,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0666,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0667,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0668,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0669,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0670,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0671,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0672,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0673,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0674,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0675,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0676,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0677,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0678,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0679,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0680,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0681,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0682,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0683,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0684,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0685,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,v1603-0686,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
